bodes	noun. plural of bode
bods	noun. plural of bod
body	noun. Physical frame.
bog	symbol. ISO 639-3 language code for Bamako Sign Language.
bogs	noun. plural of bog
bogy	noun. Alternative form of bogey.
bohea	noun. A black tea from Fujian, China.
boil	noun. A localized accumulation of pus in the skin, resulting from infection.
boiler	noun. A person who boils something.
boils	noun. plural of boil
bola	noun. A throwing weapon made of weights on the ends of a cord.
bolar	adjective. Of, relating to, or similar to, bole or clay; clayey.
bolas	noun. A throwing weapon made of weights on the ends of interconnected cords, designed to capture animals by entangling their legs.
bold	adjective. Courageous, daring.
bole	noun. The trunk or stem of a tree.
boles	noun. plural of bole
bolete	noun. A type of fruiting body produced by certain fungus species in the order Boletales, especially those of genus Boletus, many of which
boletes	noun. plural of bolete
boletus	noun. An edible mushroom of genus Boletus.
boll	noun. The rounded seed - bearing capsule of a cotton or flax plant.
bolo	noun. A long, heavy, single - edged machete.
bolos	noun. plural of bolo
bolster	noun. A large cushion or pillow, usually cylindrical in shape.
bolt	noun. A (usually) metal fastener consisting of a cylindrical body that is threaded, with a larger head on one end.
bolter	noun. A person or thing that bolts, or runs suddenly.
bolters	noun. plural of bolter
bolts	noun. plural of bolt
bolus	noun. A round mass of something, especially of chewed food in the mouth or alimentary canal.
bond	noun. A document constituting evidence of a long-term debt, by which the bond issuer (the borrower) is obliged to pay interest when due,
bone	noun. A composite material consisting largely of calcium phosphate and collagen and making up the skeleton of most vertebrates.
boner	noun. An erect penis.
boners	noun. plural of boner
bones	noun. plural of bone
boney	adjective. Alternative spelling of bony.
bonito	noun. Any of various marine fish of the genus Sarda that are related to and resemble the tuna, but smaller.
bonk	verb. To hit or strike; to collide with something.
bony	adjective. Resembling, having the appearance or consistence of, or relating to bone; osseous.
boo	symbol. ISO 639-3 language code for Tiemacèwè Bozo.
booed	verb. simple past and past participle of boo
book	noun. A collection of sheets of paper bound together to hinge at one edge, containing printed or written material, pictures, etc.
books	noun. plural of book
bookshop	noun. A shop that sells books.
boom	verb. To make a loud, hollow, resonant sound.
boomed	verb. simple past and past participle of boom
booms	noun. plural of boom
boomy	adjective. Characterized by heavy bass sounds.
boon	noun. A good thing; a thing to be thankful for or to appreciate duly.
boor	noun. A peasant.
boos	noun. plural of boo
boost	noun. A push from behind or below, as to one who is endeavoring to climb.
boot	noun. A heavy shoe that covers part of the leg.
bootee	noun. A soft, woolen shoe, usually knitted, for a baby or small pet.
bootees	noun. plural of bootee
booth	noun. A small stall for the display and sale of goods.
boots	noun. plural of boot
bop	symbol. ISO 639-3 language code for Bonkiman.
bops	noun. plural of bop
bora	noun. An initiation ceremony for males among the Aboriginal people of New South Wales.
boral	noun. aluminium borotartrate, an astringent and antiseptic.
boras	noun. plural of bora
borate	noun. The oxyanion BO 3 or any of several more complex derivatives.
bore	verb. To inspire boredom in somebody.
boreal	adjective. Of, relating to, or coming from the north.
bored	verb. simple past and past participle of bore
borer	noun. A tool used for drilling.
borers	noun. plural of borer
bores	noun. plural of bore
boric	adjective. Of, pertaining to, or containing the element boron.
born	verb. past participle of bear; given birth to.
borne	verb. past participle of bear
boron	noun. The chemical element (symbol B) with an atomic number of 5, which is a metalloid found in its pure form as a dark amorphous powder.
borsht	noun. Alternative spelling of borscht.
bort	noun. The shards or fragments removed from diamonds during cutting, used for industrial purposes such as abrasives in cutting, drilling or
borts	noun. plural of bort
bos	symbol. ISO 639-2 & ISO 639-3 language code for Bosnian.
bosh	noun. Nonsense.
bosk	noun. A bush.
bosom	noun. The breast or chest of a human (or sometimes of another animal).
bosomed	adjective. Having a bosom (of a specified kind).
bosomy	adjective. Full of sheltered hollows or recesses.
boss	noun. One who is in charge or something.
bossily	adverb. In a bossy manner.
bossy	adjective. Tending to give orders to others, especially when unwarranted; domineering.
bot	symbol. ISO 639-3 language code for Bongo.
botel	noun. a floating hotel; a boat that acts as a hotel
botels	noun. plural of botel
both	determiner. Each of the two; one and the other; referring to two individuals or items.
bother	verb. To annoy, to disturb, to irritate; to be troublesome to, to make trouble for.
bothers	verb. third-person singular simple present indicative of bother
bots	noun. plural of bot
bott	noun. Alternative spelling of bot (the larva of the botfly).
botts	noun. The disease caused by the maggots of the horse bot fly when they infect the stomach of a horse.
boule	noun. One of the bowls used in the French game of boules.
boules	noun. plural of boule
bound	verb. simple past and past participle of bind
boundary	noun. The dividing line or location between two areas.
bourn	noun. Alternative form of bourne (“small stream or brook”).
bourse	noun. A stock exchange.
bouse	verb. To haul or hoist (something) with a tackle.
bout	noun. A period of something, especially one painful or unpleasant, like an illness.
bouts	noun. plural of bout
bow	symbol. ISO 639-3 language code for Rema.
bowel	noun. A part or division of the intestines, usually the large intestine.
bower	noun. A bedroom or private apartments, especially for a woman in a medieval castle.
bowl	noun. A roughly hemispherical container used to hold, mix or present food, such as salad, fruit or soup, or other items.
bowler	noun. One who engages in the sport of bowling.
box	symbol. ISO 639-3 language code for Buamu.
boy	symbol. ISO 639-3 language code for Bodo (Central Africa).
boyar	noun. A member of a rank of aristocracy (second only to princes) in Russia, Ukraine, Belarus, Bulgaria, North Macedonia, Serbia and Romania.
boyard	noun. Alternative form of boyar.
boyla	noun. An Aboriginal witch doctor or sorcerer.
boyo	noun. A boy or lad.
boyos	noun. plural of boyo
boys	noun. plural of boy
bra	symbol. ISO 639-2 & ISO 639-3 language code for Braj.
brach	noun. Originally, a synonym of scent hound (“a hunting dog that tracks prey using its sense of smell rather than by its vision”); later,
bract	noun. A leaf or leaf-like structure from the axil out of which a stalk of a flower or an inflorescence arises.
bracts	noun. plural of bract
breeding	noun. Propagation of offspring through sexual reproduction.
breeds	noun. plural of breed
brees	noun. plural of bree
bren	verb. To burn (to set ablaze).
brens	verb. third-person singular simple present indicative of bren
brent	noun. Alternative form of brant.
brethren	noun. plural of brother
breve	noun. A semicircular diacritical mark (˘) placed above a vowel, commonly used to mark its quantity as short.
brew	verb. To make tea or coffee by mixing tea leaves or coffee beans with hot water.
bride	noun. A woman in the context of her own wedding; one who is going to marry or has just been married.
brides	noun. plural of bride
bridge	noun. A construction or natural feature that spans a divide.
bridle	noun. The headgear with which a horse is directed and which carries a bit and reins.
brie	noun. An originally French variety of soft cheese made from cow's milk.
brier	noun. Alternative spelling of briar.
briery	adjective. Alternative spelling of briary.
bries	noun. plural of brie
brig	noun. A two- masted vessel, square-rigged on both foremast and mainmast.
brigand	noun. An outlaw or bandit.
bright	adjective. Emitting much light; visually dazzling; luminous, lucent, radiant.
brightly	adverb. In a bright manner.
brill	noun. A type of flatfish, Scophthalmus rhombus.
brim	noun. Originally, a border or edge of a sea, a river, or other body of water; now, any border or edge.
brin	noun. One of the radiating sticks of a fan.
brine	noun. Salt water; water saturated or strongly impregnated with salt; a salt-and-water solution for pickling.
brined	adjective. Stored in brine
bring	verb. To transport toward somebody/somewhere.
brio	noun. Vigour or vivacity.
bris	noun. Ritual male circumcision; the ceremony in which this is performed.
brit	verb. To break in pieces; divide.
bro	symbol. ISO 639-3 language code for Brokkat.
broad	adjective. Wide in extent or scope.
broads	noun. plural of broad
broil	verb. To cook by direct, radiant heat.
broiler	noun. A person who broils, someone who cooks by broiling.
broke	verb. simple past of break
bromal	noun. The compound tribromo acetaldehyde CBr 3 -CHO
bromo	noun. A dose of a proprietary sedative containing bromide (a bromo-seltzer).
broo	noun. broth
broom	noun. A domestic utensil with fibers bound together at the end of a long handle, used for sweeping.
bros	noun. plural of bro
brose	noun. Oatmeal mixed with boiling water or milk.
brosy	adjective. In rural and farming circles, stout and strong; well-built; well fed with brose.
broth	noun. Water in which food (meat, vegetable, etc.) has been boiled.
brother	noun. Son of the same parents as another person.
brothers	noun. plural of brother
broths	noun. plural of broth
brow	noun. The bony ridge over the eyes, upon which the eyebrows are located.
brr	symbol. ISO 639-3 language code for Birao.
brulot	noun. A fireship.
brulots	noun. plural of brulot
brumal	adjective. Belonging to winter; winterlike; wintry.
brume	noun. Mist, fog, vapour.
brunt	noun. The full adverse effects; the chief consequences or negative results of a thing or event.
brut	adjective. very dry, and not sweet
brute	adjective. Without reason or intelligence (of animals).
brutes	noun. plural of brute
bud	symbol. ISO 639-3 language code for Ntcham.
budge	verb. To move; to be shifted from a fixed position.
budger	noun. One who budges.
buds	noun. plural of bud
bug	symbol. ISO 639-2 & ISO 639-3 language code for Buginese.
bugged	verb. simple past and past participle of bug
bugger	noun. A heretic.
buggered	adjective. Broken; not properly functioning.
bugle	noun. A horn used by hunters.
bugler	noun. Someone who plays a bugle.
build	verb. To form (something) by combining materials or parts.
building	noun. The act or process by which something is built; construction.
built	adjective. well-built, muscular or toned.
bulge	noun. An object which is sticking out from a surface; a swelling, protuberant part; a bending outward, especially when caused by pressure.
bulger	noun. Something that has a bulge.
bulgy	adjective. Having one or more bulges; bulging
bull	noun. An adult male, specifically: An adult male of domesticated cattle or oxen.
bulla	noun. A blister, vesicle, or other thin-walled cavity or lesion, as: Such a blister that is more than 5 mm in diameter.
bullae	noun. plural of bulla
bullet	noun. A projectile, usually of metal, shot from a gun at high speed.
bulletin	noun. A short report, especially one released through official channels to be immediately broadcast or publicized.
bum	symbol. ISO 639-3 language code for Bulu (Cameroon).
bun	symbol. ISO 639-3 language code for Sherbro.
bund	noun. A league or confederacy; especially the confederation of German states.
bunds	noun. plural of bund
bung	noun. A stopper, alternative to a cork, often made of rubber, used to prevent fluid passing through the neck of a bottle, vat, a hole in a
bunk	noun. One of a series of berths or beds placed in tiers.
buns	noun. plural of bun
bunt	noun. The middle part, cavity, or belly of a sail; the part of a furled sail which is at the center of the yard.
bunya	noun. The bunya pine, Araucaria bidwillii, native to Queensland.
buoy	noun. A float moored in water to mark a location, warn of danger, indicate a navigational channel or for other purposes A lifebuoy; a life
bur	symbol. ISO 639-2 /B language code for Burmese.
buran	noun. Alternative form of borani.
burd	noun. maiden, young woman
buret	noun. Alternative spelling of burette.
burets	noun. plural of buret
burg	noun. A city or town.
burgee	noun. A flag, usually a broad tapering pennant, often with a swallowtail, flown by yachts to identify the owner's yacht club.
burgle	verb. To commit burglary.
burl	noun. A tree growth in which the grain has grown in a deformed manner; a burr knot.
burls	noun. plural of burl
burly	adjective. Large, well-built, and muscular.
burn	noun. A physical injury caused by heat, cold, electricity, radiation or caustic chemicals.
burnt	verb. simple past and past participle of burn
burp	noun. A belch.
burs	noun. plural of bur
burse	noun. A purse.
burst	verb. To break from internal pressure.
bury	verb. To ritualistically inter in a grave or tomb.
bus	symbol. ISO 639-3 language code for Bokobaru.
bused	verb. simple past and past participle of bus
buses	noun. plural of bus
busied	verb. simple past and past participle of busy
busies	verb. third-person singular simple present indicative of busy
busily	adverb. In a busy manner; actively.
business	noun. A specific commercial enterprise or establishment.
buss	noun. A kiss.
busses	noun. plural of bus
bust	verb. To break.
buster	noun. Someone who or something that bursts, breaks, or destroys a specified thing.
bustle	noun. An excited activity; a stir.
busty	adjective. Having large breasts.
busy	adjective. Crowded with business or activities; having a great deal going on.
but	symbol. ISO 639-3 language code for Bungain.
bute	noun. Phenylbutazone.
buteo	noun. Any of the broad-winged soaring raptors of the genus Buteo.
buteos	noun. plural of buteo
butle	verb. Alternative form of buttle.
butler	noun. A manservant having charge of wines and liquors.
butlers	noun. plural of butler
butles	verb. third-person singular simple present indicative of butle
buts	noun. plural of but
butt	noun. The larger or thicker end of something; the blunt end, in distinction from the sharp or narrow end The buttocks or anus.
butts	noun. plural of butt
butyl	noun. Any of four isomeric univalent hydrocarbon radicals, C 4 H 9, formally derived from butane by the loss of a hydrogen atom.
butyls	noun. plural of butyl
buy	symbol. ISO 639-3 language code for Mmani.
buys	noun. plural of buy
bye	symbol. ISO 639-3 language code for Pouye.
byes	noun. plural of bye
byline	noun. A line at the head of a newspaper or magazine article carrying the writer 's name.
bylines	noun. plural of byline
byre	noun. A barn, especially one used for keeping cattle in.
byres	noun. plural of byre
byrl	verb. Alternative form of birle.
byroad	noun. A road less frequented than a highway; a byway.
bys	symbol. ISO 639-3 language code for Burak.
byssi	noun. plural of byssus
byte	noun. A short sequence of bits (binary digits) that can be operated on as a unit by a computer; the smallest usable machine word.
cab	symbol. ISO 639-3 language code for Garifuna.
cabs	noun. plural of cab
caca	noun. Excrement; feces.
cache	noun. A store, protected and often hidden in some way, of things that may be required in the future, such that they can be retrieved
cacti	noun. plural of cactus
cactus	noun. Any member of the family Cactaceae, a family of flowering New World succulent plants suited to a hot, semi-desert climate.
cad	symbol. ISO 639-2 & ISO 639-3 language code for Caddo.
caddie	noun. Synonym of cadet (“a gentleman (often a younger son from a noble family) who joined the military without a commission as a career”).
cade	adjective. abandoned by its mother and reared by hand
cadent	adjective. Falling.
cades	noun. plural of cade
cadet	noun. A student at a military school who is training to be an officer.
cadge	verb. To tie, fasten.
cadi	noun. Alternative form of qadi.
cadis	noun. plural of cadi
cadmic	adjective. Pertaining to, derived from, or containing cadmium.
cadre	noun. A frame or framework.
cadres	noun. plural of cadre
cads	noun. plural of cad
caeca	noun. plural of caecum
cafe	noun. Alternative form of café.
cafes	noun. plural of cafe
caff	noun. Synonym of café.
caffein	noun. Dated spelling of caffeine.
caffeine	noun. An alkaloid, C 8 H 10 N 4 O 2, found naturally in tea and coffee plants, which acts as a mild stimulant on the central nervous system.
cage	noun. An enclosure made of spaced bars, normally to hold animals while providing some ventilation.
caged	adjective. Confined in a cage.
cager	noun. A person or machine responsible for managing a mineshaft cage.
cagey	adjective. Wary, careful, shrewd.
cagier	adjective. comparative form of cagey: more cagey
cagy	adjective. Alternative form of cagey.
cahier	noun. A roll of sheets of paper put loosely together, especially one of the successive portions of a work printed in numbers.
cahiers	noun. plural of cahier
caid	noun. A local governor or leader, especially in North Africa or Moorish Spain; an alcaide.
caids	noun. plural of caid
caiman	noun. Any of the relatively small crocodilians of the genus Caiman, within the family Alligatoridae.
cain	noun. Alternative form of kain.
cains	noun. plural of cain
caird	noun. A travelling tinker or a tramp.
cairn	noun. A rounded or conical heap of stones erected by early inhabitants of the British Isles, apparently as a sepulchral monument.
cairns	noun. plural of cairn
cake	noun. A rich, sweet dessert food, typically made of flour, sugar, and eggs and baked in an oven, and often covered in icing.
caked	verb. simple past and past participle of cake
caking	verb. present participle and gerund of cake
caldera	noun. A large crater formed by collapse of the cone or edifice of a volcano.
calendar	noun. Any system by which time is divided into days, weeks, months, and years.
calf	noun. A young cow or bull of any bovid, such as domestic cattle or buffalo.
calfs	noun. plural of calf
caliche	noun. A crude form of sodium nitrate from South America; used as a fertilizer.
calico	noun. A kind of rough cloth made from unbleached and not fully processed cotton, often printed with a bright pattern.
calif	noun. Alternative spelling of caliph.
califs	noun. plural of calif
caliper	noun. Alternative form of calipers, a device used to measure dimensions.
canes	noun. plural of cane
cangue	noun. A heavy wooden collar or yoke borne on the shoulders and enclosing the neck and arms, formerly used in East Asia to punish thieves
canid	noun. Any member of the family Canidae, including canines (dogs, wolves, coyotes and jackals) and vulpines (foxes).
canids	noun. plural of canid
canine	adjective. Of, or pertaining to, a dog or dogs.
canines	noun. plural of canine
canner	noun. Someone or something which cans.
canniest	adjective. superlative form of canny: most canny
cannon	noun. A complete assembly, consisting of an artillery tube and a breech mechanism, firing mechanism or base cap, which is a component of a
cannot	verb. Can not; be unable to (whether due to physical inability, logical impossibility, etc.).
canoe	noun. A small long and narrow boat, propelled by one or more people (depending on the size of canoe), using single-bladed paddles.
canoed	verb. simple past and past participle of canoe
canoes	noun. plural of canoe
canon	noun. A generally accepted principle; a rule.
canons	noun. plural of canon
cans	noun. plural of can
canso	noun. A love song sung by a troubadour
canst	verb. second-person singular simple present indicative of can
cant	noun. An argot, the jargon of a particular class or subgroup.
canted	verb. simple past and past participle of cant
canteen	noun. A water bottle, flask, or other vessel, typically used by a soldier or camper as a bottle for carrying water or liquor for drink.
canter	noun. A gait of a horse between a trot and a gallop, consisting of three beats and a "suspension" phase, where there are no feet on the
canters	noun. plural of canter
canthi	noun. plural of canthus
cantic	adjective. angled
canto	noun. One of the chief divisions of a long poem; a book.
canton	noun. A division of a political unit.
cantons	noun. plural of canton
cantor	noun. singer, especially someone who takes a special role of singing or song leading at a ceremony
cantors	noun. plural of cantor
cantos	noun. plural of canto
cants	noun. plural of cant
canty	adjective. lively; cheerful; merry; brisk
cap	symbol. ISO 639-3 language code for Chipaya.
capacity	noun. The ability to hold, receive, or absorb.
cape	noun. A piece or point of land, extending beyond the adjacent coast into a sea or lake; a promontory; a headland.
caped	adjective. Wearing a cape or capes.
capelan	noun. Archaic form of capelin.
caper	noun. A playful leap or jump.
capes	noun. plural of cape
caph	noun. Alternative spelling of kaph (letter of some Semitic alphabets).
caphs	noun. plural of caph
capita	noun. person
caplet	noun. A smooth-coated tablet (pill, as in medicine) shaped like a capsule, used as a tamper -resistant alternative to a capsule, or an
caplin	noun. Alternative form of capelin.
capo	noun. A movable bar placed across the fingerboard of a guitar and used to raise the pitch of all strings.
capon	noun. A cockerel which has been gelded and fattened for the table.
capos	noun. plural of capo
capric	adjective. Of, pertaining to, or derived from capric acid
caprice	noun. An impulsive, seemingly unmotivated action, change of mind, or notion.
caps	noun. plural of cap
captor	noun. One who is holding a captive or captives.
captors	noun. plural of captor
car	symbol. ISO 639-2 & ISO 639-3 language code for Kari'na.
carat	noun. A metric unit of mass equal to exactly 200 mg, chiefly used for measuring precious stones and pearls.
carate	noun. The skin disease pinta.
carats	noun. plural of carat
carb	noun. Clipping of carbohydrate
carbo	noun. carbohydrate
carbs	noun. plural of carb
card	symbol. cardinality
cardia	noun. The area of the stomach which directly receives contents from the esophagus.
cards	noun. plural of card
care	noun. Close attention; concern; responsibility.
cared	verb. simple past and past participle of care
careen	verb. To heave a ship down on one side so as to expose the other, in order to clean it of barnacles and weed, or to repair it below the
careens	verb. third-person singular simple present indicative of careen
career	noun. One’s calling in life; one's working occupation or profession, especially when pursued seriously or over a long period of time.
careers	noun. plural of career
careless	adjective. Not concerned or worried (about).
carer	noun. Someone who regularly looks after another person, either as a job or often through family responsibilities.
carers	noun. plural of carer
cares	verb. third-person singular simple present indicative of care
caress	noun. An act of endearment; any act or expression of affection; an embracing, or touching, with tenderness.
caret	noun. A mark ⟨ ‸ ⟩ used by writers and proofreaders to indicate that something is to be inserted at that point.
carets	noun. plural of caret
cargo	noun. Freight carried by a ship, aircraft, or motor vehicle.
carhop	noun. A waiter or waitress who serves customers, especially in their vehicles, at a drive-in restaurant, sometimes on rollerskates.
caries	noun. The progressive destruction of bone or tooth by decay.
carina	noun. A longitudinal ridge or projection like the keel of a boat.
carinae	noun. plural of carina
caring	adjective. Kind, sensitive, or empathetic.
cark	verb. To be filled with worry, solicitude, or troubles.
carking	verb. present participle and gerund of cark
carl	noun. A rude, rustic man; a churl.
carle	noun. peasant; fellow
carles	noun. plural of carle
carless	adjective. Without a car.
carlin	noun. Alternative form of carline (“old woman”).
carline	noun. A woman; also, a hag or witch.
carling	noun. Alternative form of carline (“old woman”).
carls	noun. plural of carl
carman	noun. A person who transported goods, usually with a horse and cart.
carn	noun. Archaic form of cairn.
carnal	adjective. Relating to the physical and especially sexual appetites or activities.
carnet	noun. A ticket book, a collection of tickets in the form of a booklet often sold at a discount to single tickets.
carnets	noun. plural of carnet
carnie	noun. Alternative spelling of carny.
carnies	noun. plural of carny
carns	noun. plural of carn
carny	noun. A person who works in a carnival (often one who uses exaggerated showmanship or fraud).
carob	noun. An evergreen shrub or tree, Ceratonia siliqua, native to the Mediterranean region.
carol	noun. A round dance accompanied by singing.
carom	noun. A shot in which the ball struck with the cue comes in contact with two or more balls on the table; a hitting of two or more balls
carotid	noun. Either of the two main arteries that supply blood to the head of which the left in humans arises from the arch of the aorta and the
carotin	noun. carotene
carp	noun. Any of various freshwater fish of the family Cyprinidae.
carpel	noun. A constituent part of a flower pistil: the female reproductive organs in a flower.
carpet	noun. A fabric used as a complete floor covering.
carpi	noun. plural of carpus
carps	noun. plural of carp
carr	noun. Any marsh; marshy ground, swampland.
carriage	noun. The act of conveying; carrying.
carrot	noun. A vegetable with a nutritious, juicy, sweet root that is often orange in colour, Daucus carota, family Apiaceae, especially the
carroty	adjective. Resembling carrots in colour, taste, shape, etc.
carrs	noun. plural of carr
carry	verb. To lift (something) and take it to another place; to transport (something) by lifting.
carryon	adjective. Alternative spelling of carry-on.
cars	noun. plural of car
carse	noun. Low, fertile land; a river valley.
carses	noun. plural of carse
cart	noun. A small, open, wheeled vehicle, drawn or pushed by a person or animal, often with two wheels on one axle, more often used for
carte	noun. A bill of fare; a menu.
cartel	noun. A group of businesses or nations that collude to limit competition within an industry or market.
cartels	noun. plural of cartel
carter	noun. A person who transports a load on a cart that is drawn by a beast of burden.
cartes	noun. A penis.
carting	verb. present participle and gerund of cart
carton	noun. An inexpensive, disposable box -like container fashioned from either paper, paper with wax-covering (wax paper), or other lightweight
cartons	noun. plural of carton
cartop	verb. To attach (a boat) to the roof of an automobile for transportation.
carts	noun. plural of cart
carve	verb. To cut.
carvel	noun. Synonym of caravel (“a light, usually lateen - rigged sailing ship”).
carven	adjective. Made by carving, especially when intricately or artistically done.
carves	verb. third-person singular simple present indicative of carve
casa	noun. house
case	noun. An actual event, situation, or fact.
cased	verb. simple past and past participle of case
casein	noun. A protein present in both milk and in the seeds of leguminous plants.
casern	noun. A lodging for soldiers in a garrison town (formerly usually near the rampart); a barracks.
caserne	noun. Alternative form of casern.
cases	noun. plural of case
casette	noun. Dated spelling of cassette.
casettes	noun. plural of casette
cash	noun. Money in the form of notes or bills and coins, as opposed to checks, credit or electronic transactions.
cashier	verb. To dismiss (someone, especially military personnel) from service.
casini	noun. plural of casino
casino	noun. A public building or room for gambling.
cassette	noun. A small flat case containing magnetic tape on two reels, used to record and play back audio and video material.
cast	verb. To move, or be moved, away.
caste	noun. Any of the hereditary social classes and subclasses of South Asian societies or similar found historically in other cultures.
caster	noun. Someone or something that casts.
castes	noun. plural of caste
castle	noun. A large residential building or compound that is fortified and contains many defences; in previous ages often inhabited by a nobleman
castles	noun. plural of castle
castor	noun. A hat made from the fur of the beaver.
casts	noun. plural of cast
cat	symbol. ISO 639-2 & ISO 639-3 language code for Catalan.
catalo	noun. Alternative form of cattelo.
catch	noun. The act of seizing or capturing.
cate	noun. A delicacy or item of food.
category	noun. A group, often named or numbered, to which items are assigned based on similarity or defined criteria.
catena	noun. A series of related items.
cater	verb. To provide, particularly: To provide with food, especially for a special occasion as a professional service.
caterer	noun. A person employed to obtain and maintain the storage of provisions, especially food.
catering	noun. The business of providing food and related services; foodservice.
caters	verb. third-person singular simple present indicative of cater
cates	noun. Provisions; food; viands; especially, luxurious food; delicacies; dainties.
catholic	adjective. Universal; all-encompassing.
cation	noun. A positively charged ion: one that would be attracted to the cathode in electrolysis.
cats	noun. plural of cat
cattail	noun. Any of several perennial herbs, of the genus Typha, that have long flat leaves, and grow in marshy places.
cattie	noun. Archaic form of catty (“Chinese unit of weight”).
cattier	adjective. comparative form of catty: more catty
cattle	noun. Domesticated animals of the species Bos taurus (cows, bulls, steers, oxen etc), and other hoofed mammals of the genus Bos.
catty	adjective. Resembling or characteristic of a cat.
caul	noun. A style of close-fitting circular cap worn by women in the sixteenth century and later, often made of linen.
caustic	adjective. Capable of burning, corroding or destroying organic tissue.
cave	noun. A large, naturally-occurring cavity formed underground or in the face of a cliff or a hillside.
caveat	noun. A warning.
caved	verb. past participle of cave
caver	noun. A person who explores caves.
cavern	noun. A large cave.
cavers	noun. plural of caver
caves	noun. plural of cave
cavetti	noun. plural of cavetto
caviar	noun. Roe of the sturgeon or of certain other large fish, considered a delicacy.
caviare	noun. Alternative spelling of caviar.
cavie	noun. A chicken coop.
cavies	noun. plural of cavy
cavil	verb. To criticise for petty or frivolous reasons.
caviler	noun. A person who cavils; a faultfinder, quibbler or nitpicker
cavitate	verb. To form vapour bubbles in a flowing liquid in a region where the pressure of the liquid falls below its vapour pressure.
cavity	noun. A hole or hollow depression in a solid object.
cavy	noun. Synonym of domestic guinea pig.
caw	symbol. ISO 639-3 language code for Kallawaya.
caws	noun. plural of caw
cense	verb. To perfume with incense.
censed	verb. simple past and past participle of cense
censer	noun. An ornamental container for burning incense, especially during religious ceremonies.
censor	noun. One of the two magistrates who originally administered the census of citizens, and by Classical times (between the 8th century B.C.E.
censure	noun. The act of blaming, criticizing, or condemning as wrong; reprehension.
cent	noun. A subunit of currency equal to one-hundredth of the main unit of currency in many countries.
centare	noun. A measure of area: one hundredth of an are, or one square meter.
centaur	noun. A mythical beast having a horse 's body with a man 's head and torso in place of the head and neck of the horse.
center	noun. The point in the interior of a circle that is equidistant from all points on the circumference.
centile	noun. Clipping of percentile.
centner	noun. A unit of weight with different actual definitions in parts of Germany and Scandinavia, typically 100 local pounds.
cento	noun. A hotchpotch, a mixture; especially a piece made up of quotations from other authors, or a poem containing individual lines from
centos	noun. plural of cento
centra	noun. plural of centrum
centre	noun. Australia, UK, Canada, Ireland, New Zealand, and South Africa standard spelling of center.
cents	noun. plural of cent
ceorl	noun. An Anglo-Saxon churl.
ceorls	noun. plural of ceorl
cep	noun. An edible mushroom (Boletus edulis).
cepe	noun. Alternative form of cep.
cepes	noun. plural of cepe
ceps	noun. plural of cep
ceramist	noun. A person who makes ceramics objects; a potter.
cerate	noun. An unctuous preparation for external application, mainly wax (or resin or spermaceti) mixed with oil, lard, and various medicinal
cerates	noun. plural of cerate
ceratin	noun. Alternative form of keratin.
cerci	noun. plural of cercus
cere	noun. A fleshy, waxy area at the base of the upper beak in certain birds.
cereal	noun. A type of grass (such as wheat, rice or oats) cultivated for its edible grains.
cereals	noun. plural of cereal
cered	verb. simple past and past participle of cere
ceremony	noun. A ritual, with religious or cultural significance.
ceres	noun. plural of cere
cereus	noun. Any of the genus Cereus, either as currently or formerly defined, of plants of the cactus family, natives to the Americas, from
ceria	noun. The compound cerium (IV) oxide.
cerias	noun. plural of ceria
ceric	adjective. Containing cerium with valence four.
cering	verb. present participle and gerund of cere
cerise	noun. A deep, bright red colour tinted with pink.
cerite	noun. A hydrous silicate of cerium (and other metals).
cerites	noun. plural of cerite
cero	noun. A large scombroid food fish (Scomberomorus regalis) found chiefly in the West Indies.
ceros	noun. plural of cero
cerous	adjective. Containing cerium with valence three
certain	adjective. Sure in one's mind, positive; absolutely confident in the truth of something.
certes	adverb. Certainly, indeed.
ceruse	noun. Synonym of white lead, a hydrate of lead mixed with carbonate, particularly as used to whiten skin or in early medicine.
cess	noun. An assessed tax, duty, or levy; billeting.
cesta	noun. A hook -shaped basket used to catch and throw the ball in jai alai.
cesti	noun. plural of cestus
cetane	noun. The aliphatic hydrocarbon C 16 H 34 (hexadecane) used as a standard for diesel fuel.
cete	noun. A cetacean.
cetes	noun. plural of cete
chad	noun. Small pieces of paper punched out from the edges of continuous stationery, or from ballot papers, paper tape, punched cards, etc.
chadar	noun. Alternative spelling of chador.
chads	noun. plural of chad
chagrin	noun. A distress of mind caused by a failure of aims or plans, a want of appreciation, mistakes, etc.; vexation or mortification.
chain	noun. A series of interconnected rings or links usually made of metal.
chaine	noun. Obsolete spelling of chain.
chains	noun. plural of chain
chair	noun. An item of furniture used to sit on or in, comprising a seat, legs or wheels, back, and sometimes arm rests, for use by one person.
chairman	noun. A person presiding over a meeting, sometimes especially a man.
chairs	noun. plural of chair
chaise	noun. An open, horse-drawn carriage for one or two people, usually with one horse and two wheels.
chakra	noun. Any of (at least) seven centres of spiritual energy in or near the body, according to Ayurveda philosophy.
chalice	noun. A large drinking cup, often having a stem and base and used especially for formal occasions and religious ceremonies.
chalot	noun. plural of chalah
cham	noun. Archaic spelling of khan.
champ	noun. Clipping of champion.
champion	noun. An ongoing winner in a game or contest.
chance	noun. An opportunity or possibility.
chang	noun. A traditional harp of central and southwest Asia
change	verb. To become something different.
changer	noun. Someone or something who changes things.
chant	verb. To sing, especially without instruments, and as applied to monophonic and pre-modern music.
